smiles,standard_value
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3cc(F)ccc3C2=O)CN1,2.6
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3ccc(C#N)cc3C2=O)CN1,2.9
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3ccc(F)cc3C2=O)CN1,3.1
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nnc(Cc4ccc(F)cc4F)cc32)[C@@H](CN2Cc3ccccc3C2=O)CN1,2.4
C[C@@H]1CN(CC2(C(N)=O)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,1.03
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,1.91
C[C@@H]1CN(S(=O)(=O)c2cc(NC(=O)CN3C(=O)NC(C)(C4CC4)C3=O)ccc2Br)C[C@H]1C,5.2
C[C@@H]1CN(S(=O)(=O)c2cc(NC(=O)Cn3c(O)c[nH]c3=O)ccc2Cl)C[C@@H]1C,3.7
C[C@@H]1CN(S(=O)(=O)c2cc(NC(=O)Cn3c(O)c[nH]c3=O)ccc2Cl)C[C@H]1C,3.8
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN(C)c4cc(F)cc(F)c4)c3o2)CCO1,2.7
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,2.3
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cccc54)c3o2)CCO1,2.0
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5ccc(F)cc54)c3o2)CCO1,2.3
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,2.1
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5c(F)cccc54)c3o2)CCO1,1.8
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5ccc(F)cc54)c3o2)CCO1,2.0
C[C@@H]1CN(c2cc(N(CCO)Cc3cccc4ccccc34)[nH]c(=O)n2)CCO1,1.9
C[C@@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,-0.27
C[C@@H]1CN(c2cc3c(cn2)OCC(=O)N3)[C@H](c2ccccc2)CO1,2.5
C[C@@H]1CN(c2ccc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CCN1C,3.3
C[C@@H]1CN(c2ccc3c(c2)NC(=O)CO3)[C@H](c2ccccc2)CO1,3.1
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccc(F)cc2)CO1,3.2
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2cccc(F)c2)CO1,3.1
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,2.75
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2F)CO1,3.1
C[C@@H]1CN(c2ccccc2)CCN1C(=O)C1CCCCC1C(=O)NC1(C#N)CC1,2.375
C[C@@H]1CN(c2cnc3c(c2)NC(=O)CO3)[C@H](c2ccccc2)CO1,1.9
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=N)=O)cc2F)cn1,2.8
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1,3.6
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(C[S+](C)O)cc2F)cn1,3.4
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(N=S(C)(C)=O)cc2F)cn1,3.4
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2F)cn1,3.7
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.1
C[C@@H]1CN(c2nc(C3CC3)no2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.5
C[C@@H]1CN(c2ncc(F)cn2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.4
C[C@@H]1CN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CCN1C(=O)OC(C)(C)C,3.7
C[C@@H]1CN(c2ncc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,2.7
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(-n3cnnn3)cc2F)cn1,3.6
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(C#N)cc2C#N)cn1,2.8
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(C#N)cc2F)cn1,3.8
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(CS(C)(=N)=O)cc2F)cn1,2.1
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2)cn1,2.6
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1,2.9
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(C[S+](C)O)cc2F)cn1,2.6
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(OS(C)(=O)=O)cc2F)cn1,3.7
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,2.8
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2C#N)cn1,2.6
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2F)cn1,3.0
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.7
C[C@@H]1CN(c2noc(C(C)(C)O)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.4
C[C@@H]1CN(c2noc(C(F)(F)F)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.975
C[C@@H]1CN(c2noc(C(F)F)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.875
C[C@@H]1CN(c2noc(C3(C)COC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.0
C[C@@H]1CN(c2noc(C3CC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.1
C[C@@H]1CN(c2noc(C3COCCO3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.3
C[C@@H]1CNCCN1c1cc(=O)n(C)c(CCc2cccc(Cl)c2)n1,1.6
C[C@@H]1CNCCN1c1cc(=O)n(C)c(CCc2ccccc2)n1,1.0
C[C@@H]1CNCCN1c1cc(=O)n(C)c(CCc2ccccc2C(F)(F)F)n1,1.8
C[C@@H]1CNCCN1c1cc(=O)n(C)c(CCc2ccccc2Cl)n1,1.6
C[C@@H]1CNCCN1c1ccc(=O)n(CCOc2ccccc2C(F)(F)F)n1,1.4
C[C@@H]1CNCCN1c1ccc(=O)n(CCOc2ccccc2Cl)n1,0.9
C[C@@H]1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,1.4
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,2.65
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1,2.6
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,2.1
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-n2c(N)nc3ccccc32)n1,2.5
C[C@@H]1COCCN1c1cc(C2([S@+](C)O)CC2)nc(-c2ccnc3[nH]ccc23)n1,2.5
C[C@@H]1COCCN1c1cc(C2([S@@+](C)O)CC2)nc(-c2ccnc3[nH]ccc23)n1,2.5
C[C@@H]1COCCN1c1cc(C2([S@@](C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1,1.8
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1,1.9
C[C@@H]1COCCN1c1ccc(OCc2ccccc2)c(C(=O)Nc2ccnnc2)c1,4.5
C[C@@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,2.7
C[C@@H]1C[C@@H](CN(C(CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)O1,3.4
C[C@@H]1C[C@@](C)(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)N=C(N)S1,2.4
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,1.1
C[C@@H]1C[C@H]2[C@@H]3CC(F)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,4.43
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)CO,2.0
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.8275
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,2.8
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC(C)(C)F,4.4
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@](C)(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,2.7
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@](C)(c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC(C)(C)F,4.4
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,2.6
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(F)F,2.3
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(/C=C/C(=O)O)cc2)N1CC(C)(C)F,2.9
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@](C)(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,2.9
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@](C)(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(F)F,3.0
C[C@@H]1Cc2cc(O)ccc2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,2.1
C[C@@H]1Cc2cc(O)ccc2[C@@H](c2ccc(/C=C/C(=O)O)cc2)N1c1ccc(OC(F)(F)F)cc1,4.2
C[C@@H]1Cn2c(nnc2C(F)(F)F)CN1C(=O)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,1.21
C[C@@H]1Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c2CN1c1ccnc2[nH]ccc12,2.3
C[C@@H]1Cn2ncc(C3CCN(S(C)(=O)=O)CC3)c2CN1c1cc(Cl)nc2[nH]ccc12,3.4
C[C@@H]1Cn2ncc(C3CCN(S(C)(=O)=O)CC3)c2CN1c1ccnc2[nH]ccc12,2.4
C[C@@H]1N=C(NCC(F)F)Nc2ccc(Cl)c(Cl)c21,2.7
C[C@@H]1N=C(c2cc(C#N)ccn2)NC1(c1ccc(F)cc1)c1ccc(F)cc1,4.1
C[C@@H]1N=C(c2cc(C#N)ccn2)NC1(c1ccc(F)nc1)c1ccc(F)nc1,2.2
C[C@@H]1N=C(c2cc(C#N)ccn2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.2
C[C@@H]1N=C(c2cc(C#N)ccn2)N[C@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.9
C[C@@H]1N=C(c2cc(C(N)=O)ccn2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.4
C[C@@H]1N=C(c2cc(Cl)ccn2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.8
C[C@@H]1N=C(c2cccc(=O)[nH]2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.4
C[C@@H]1N=C(c2cccc(C#N)c2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.6
C[C@@H]1N=C(c2cccc(C#N)n2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.3
C[C@@H]1N=C(c2cccc(S(C)(=O)=O)c2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.9
C[C@@H]1N=C(c2ccnc(C#N)c2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.2
C[C@@H]1N=C(c2cncc(C#N)c2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.9
C[C@@H]1N=C(c2cnccn2)NC1(c1ccc(F)cc1)c1ccc(F)cc1,3.7
C[C@@H]1N=C(c2cnccn2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.5
C[C@@H]1N=C(c2cnsn2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.1
C[C@@H]1N=C(c2nccc(C#N)n2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.2
C[C@@H]1N=C(c2nccs2)N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.0
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,1.69
C[C@@H]1N[C@@H]2C[C@H]1N(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3-c1ccc(F)cc1F)C2,-0.14
C[C@@H]1N[C@@H]2C[C@H]1N(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3C(C)(C)C)C2,0.1
C[C@@H]1OC1c1nc2ccccc2n2cccc12,2.61
C[C@@H]1Sc2ccccc2O[C@@H]1c1ccc(OCCCN2CCCC2)cc1,3.3
C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)C1CC1(F)F,2.785
C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)C1C[C@@H]1C#N,2.32
C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)C1C[C@H]1C#N,2.35
C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)C1CC1,2.1
C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)C1C[C@@H]1C#N,1.75
C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)C1C[C@H]1C#N,1.71
C[C@@H]1[C@H]2C[C@H](CN2)N1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C(C)(C)C,0.17
C[C@@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@@H]2CCN(CCN3CCOCC3)C[C@H]21,2.87
C[C@@](CCN1Cc2cc(C#CC#CC3(CN)CC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,-0.4
C[C@@](CCN1Cc2cc(C#CC#CC3(CO)CC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.9
C[C@@](CCN1Cc2cc(C#CC#CC3(CO)CC3)sc2C1=O)(C(O)=NO)S(C)(=O)=O,1.2
C[C@@](CCN1Cc2cc(C#CC#CC3(F)CNC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.3
C[C@@](CCN1Cc2cc(C#CC#CC3(N)CC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.7
C[C@@](CCN1Cc2cc(C#CC#CC3(N)CC3)sc2C1=O)(C(O)=NO)S(C)(=O)=O,1.0
C[C@@](CCN1Cc2cc(C#CC#CC3(O)COC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.3
C[C@@](CCN1Cc2cc(C#CC#CC3(O)COC3)sc2C1=O)(C(O)=NO)S(C)(=O)=O,0.5
C[C@@](CCN1Cc2cc(C#CC#CC3CCN(C4COC4)CC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.1
C[C@@](CCN1Cc2cc(C#CC#CC3CN(C4COC4)C3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.5
C[C@@](CCN1Cc2cc(C#CC#CC3CN(CC(F)F)C3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.4
C[C@@](CCN1Cc2cc(C#CC#CC3CN(CCF)C3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.0
C[C@@](CCN1Cc2cc(C#CC#CC3CN(CCO)C3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.1
C[C@@](CCN1Cc2cc(C#CC#CC3CNC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,-1.0
C[C@@](CCN1Cc2cc(C#CC#CCN3CCC(O)CC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.4
C[C@@](CCN1Cc2cc(C#CC#CCN3CCOCC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.7
C[C@@](CCN1Cc2cc(C#CC#CCOC(=O)N3CCC(O)CC3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.9
C[C@@](CCN1Cc2cc(C#CC#C[C@@H]3C[C@@]3(F)CO)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.9
C[C@@](CCN1Cc2cc(C#CC#C[C@@H]3C[C@H]3CO)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.1
C[C@@](CCN1Cc2cc(C#CC#C[C@@H]3C[C@H]3CO)sc2C1=O)(C(O)=NO)S(C)(=O)=O,1.3
C[C@@](CCN1Cc2cc(C#CC#C[C@@H]3C[C@H]3[C@H](O)CO)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.5
C[C@@](CCN1Cc2cc(C#CC#C[C@H]3C[C@@H]3CO)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.3
C[C@@](CCN1Cc2cc(C#CC#C[C@H]3C[C@@H]3CO)sc2C1=O)(C(O)=NO)S(C)(=O)=O,1.3
C[C@@](CCN1Cc2cc(C#CC#C[C@H]3C[C@@H]3[C@@H](O)CO)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.5
C[C@@](CCN1Cc2cc(C#CC#C[C@H]3C[C@]3(F)CO)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.9
C[C@@](CCN1Cc2cc(C#Cc3ccc(C4(CO)CC4)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,2.0
C[C@@](CCN1Cc2cc(C#Cc3ccc(C4(N)CC4)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.6
C[C@@](CCN1Cc2cc(C#Cc3ccc(C4(O)COC4)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.2
C[C@@](CCN1Cc2cc(C#Cc3ccc(C4(O)COC4)cc3)sc2C1=O)(C(O)=NO)S(C)(=O)=O,1.5
C[C@@](CCN1Cc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc2C1=O)(C(O)=NO)S(C)(=O)=O,1.8
C[C@@](CCN1Cc2cc(C#Cc3ccc(CN4CCOCC4)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.6
C[C@@](CCN1Cc2cc(C#Cc3ccc(CN4CCOCC4)cc3)sc2C1=O)(C(O)=NO)S(C)(=O)=O,1.8
C[C@@](CCN1Cc2cc(C#Cc3ccc(CNS(C)(=O)=O)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.0
C[C@@](CCN1Cc2cc(C#Cc3ccc(COC(=O)N4CCC(O)CC4)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.7
C[C@@](CCN1Cc2cc(C#Cc3ccc([C@@H]4C[C@H]4CO)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,2.0
C[C@@](CCN1Cc2cc(C#Cc3ccc([C@H](O)CO)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,0.5
C[C@@](CCN1Cc2cc(C#Cc3ccc([C@H](O)CO)cc3)sc2C1=O)(C(O)=NO)S(C)(=O)=O,0.8
C[C@@](CCN1Cc2cc(C#Cc3ccc([C@H]4C[C@@H]4CO)cc3)cn2C1=O)(C(O)=NO)S(C)(=O)=O,1.4
C[C@@](CCc1cc(-c2ccccc2)no1)(C(O)=NO)S(C)(=O)=O,0.99
C[C@@](CCc1cc(-c2ccccc2)on1)(C(O)=NO)S(C)(=O)=O,1.31
C[C@@](CCc1ccc(-c2ccc(Cl)cc2)cc1)(C(O)=NO)S(C)(=O)=O,2.4
C[C@@](CCc1ccc(-c2ccccc2)cc1)(C(O)=NO)S(C)(=O)=O,2.24
C[C@@](CCn1cc(-c2ccc(Cl)cc2F)nn1)(C(O)=NO)S(C)(=O)=O,1.34
C[C@@](CCn1cc(-c2ccccc2)cn1)(C(O)=NO)S(C)(=O)=O,1.04
C[C@@](CCn1ccc(-c2ccccc2)cc1=O)(C(O)=NO)S(C)(=O)=O,0.8
C[C@@](C[C@H]1CC(c2ccc(Br)cc2)=NO1)(C(O)=NO)S(C)(=O)=O,1.2
C[C@@](C[C@H]1CC(c2ccc(C#CC3CC3)cc2)=NO1)(C(O)=NO)S(C)(=O)=O,2.2
C[C@@](C[C@H]1CN(c2ccc(-c3ccccc3)cc2)C(=O)O1)(C(O)=NO)S(C)(=O)=O,2.3
C[C@@](C[C@H]1CN(c2ccc(-c3ccccc3)cn2)C(=O)O1)(C(O)=NO)S(C)(=O)=O,1.8
C[C@@](C[C@H]1CN(c2ccc(Br)cc2)C(=O)O1)(C(O)=NO)S(C)(=O)=O,1.0
C[C@@](C[C@H]1CN(c2ccc(C#CC3CC3)cc2)C(=O)O1)(C(O)=NO)S(C)(=O)=O,1.9
C[C@@](C[C@H]1CN(c2ccc(C3CC3)cc2)C(=O)O1)(C(O)=NO)S(C)(=O)=O,1.5
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,-0.7
C[C@@](N)(Cc1ccccc1)c1ccccc1,1.7
C[C@@](O)(C(=O)Nc1ccc(C(=O)N2CCCCC2)cc1Cl)C(F)(F)F,2.62
C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NCCCO)cc1Cl)C(F)(F)F,2.1
C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NCCN2CCOCC2)cc1Cl)C(F)(F)F,2.14
C[C@@](O)(C(=O)Nc1ccc(S(C)(=O)=O)cc1Cl)C(F)(F)F,2.08
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,3.16
C[C@@]1(C2CC2)NC(=O)N(CC(=O)Nc2ccc(Br)c(S(=O)(=O)N3CCCC3)c2)C1=O,4.1
C[C@@]1(NCCc2ccccc2)COCCCCOCC(C(=O)O)NC(=O)C2CCCN2C(=O)CNC1=O,-1.8
C[C@@]1(O)CCN(c2c(C#N)c(C(F)(F)F)nc3cc[nH]c23)C1,2.1
C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(=N)N1,0.8
C[C@@]1(c2cc(CNC3(C#N)CC3)c(F)cc2F)CCSC(=N)N1,0.1
C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(=N)N1,1.8
C[C@@]1(c2cc(CNC3(C(F)(F)F)COC3)c(F)cc2F)CCSC(=N)N1,0.6
C[C@@]1(c2cc(CNC3(C(F)F)CC3)c(F)cc2F)CCSC(=N)N1,0.7
C[C@@]1(c2cc(CNC34CC(C3)C4)c(F)cc2F)CCSC(=N)N1,1.0
C[C@@]1(c2cc(CNC3CC3)c(F)cc2F)CCSC(=N)N1,0.5
C[C@@]1(c2cc(CNCC(F)(F)F)c(F)cc2F)CCSC(=N)N1,1.0
C[C@@]1(c2cc(CNCC(F)F)c(F)cc2F)CCSC(=N)N1,0.3
C[C@@]1(c2cc(CNCC3CC3)c(F)cc2F)CCSC(=N)N1,0.1
C[C@@]1(c2cc(CNCCC(F)(F)F)c(F)cc2F)CCSC(=N)N1,0.5
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(=N)N1,2.3
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=COC(=N)N1,2.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(=N)N1,0.012
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(=N)N1,2.8
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(=N)N1,2.8
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOC(=N)N1,0.26
C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)C=C(CF)OC(=N)N1,2.5
C[C@@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)C=C(CF)OC(=N)N1,2.6
C[C@@]1(c2cc(NC(=O)c3coc(C(F)F)n3)ccc2F)C=C(CF)OC(=N)N1,2.6
C[C@@]1(c2cc(NC(=O)c3coc(CF)n3)ccc2F)C=C(CF)OC(=N)N1,2.2
C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C=C(CF)OC(=N)N1,2.5
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(=N)N1,0.68
C[C@@]1(c2cc(NC(=O)c3ncc(OCF)nc3N)ccc2F)C=C(CF)OC(=N)N1,3.1
C[C@@]1(c2ccc(C#N)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,4.51
C[C@@]1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,3.17
C[C@@]12Cc3[nH]nc(C(=O)Nc4cnn([C@H](c5ccccc5)C5CCS(=O)(=O)CC5)c4)c3C[C@@H]1C2,3.5
C[C@@]12Cc3[nH]nc(C(=O)Nc4cnn([C@H](c5ccccc5)[C@H]5CCCCS5(=O)=O)c4)c3C[C@@H]1C2(F)F,2.8
C[C@H](C#N)NC(=O)C1CCCCC1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,3.1
C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCN3CCCC3)cc2=O)CC1)c1ccccc1,0.0
C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1,-0.1
