smiles,standard_value
CC(C)CC1NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC1=O,2.225
CC(C)CC1NC(=O)C(CC(C)C)NC(=O)[C@@](C)(CC(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O,6.93
CC(C)CC1NC(=O)C(CC(C)C)NC(=O)[C@](C)(CC(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC1=O,6.11
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)N(C)C(=O)C(CC(C)C)N(C)C1=O,3.64
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(=O)N2CCCCC2)N(C)C(=O)C(CC(C)C)N(C)C1=O,3.77
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(=O)N2CCOCC2)N(C)C(=O)C(CC(C)C)N(C)C1=O,2.78
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(=O)O)N(C)C(=O)C(CC(C)C)N(C)C1=O,0.477
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C1=O,5.505
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC2CCCCC2)N(C)C(=O)C(CC(C)C)N(C)C1=O,5.09
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CCCCN)N(C)C(=O)C(CC(C)C)N(C)C1=O,0.678
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CCN2CCCCC2)N(C)C(=O)C(CC(C)C)N(C)C1=O,2.2
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CCN2CCOCC2)N(C)C(=O)C(CC(C)C)N(C)C1=O,2.79
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CO)N(C)C(=O)C(CC(C)C)N(C)C1=O,2.61
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)N(C)C(=O)C(CC(C)C)N(C)C1=O,4.07
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(CC(C)C)N(C)C1=O,3.82
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(CC(C)C)N(C)C1=O,4.46
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C([C@@H](C)O)N(C)C(=O)C(CC(C)C)N(C)C1=O,3.17
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O,6.05
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccn2)NC1=O,4.75
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccncc2)NC1=O,4.45
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)[C@](C)(CC(C)C)NC(=O)C(CC(C)C)NC1=O,6.56
CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC1=O,2.37
CC(C)CCC(=O)NCc1ccc(S(N)(=O)=O)cc1,1.041392685
CC(C)CCCC(C)/N=c1\ccn(Cc2ccccc2)c2cc(Cl)ccc12,1.58
CC(C)CCCC(C)CCCC(C)CCCC(C)CCOc1ccc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-1.85
CC(C)CCCC(C)CCCC(C)CCOc1ccc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-3.48
CC(C)CCCC(C)CCCc1cc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)cc1,-4.71
CC(C)CCCC(C)CCCc1ccc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-4.71
CC(C)CCCC(C)CCCc1cccc(NCC([PH](=O)(=O)O)[PH](=O)(=O)O)n1,-2.0
CC(C)CCCC(C)CCCn1cc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-5.65
CC(C)CCCC(C)CCNc1ccc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-6.07
CC(C)CCCC(C)CCOc1cc(NCC([PH](=O)(=O)O)[PH](=O)(=O)O)ccn1,-3.1
CC(C)CCCC(C)CCOc1cc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)cc1,-5.82
CC(C)CCCC(C)CCOc1ccc[n+](CC(O)([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-6.25
CC(C)CCCC(C)CCOc1ccc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-5.82
CC(C)CCCC(C)CCOc1cccc(NCC([PH](=O)(=O)O)[PH](=O)(=O)O)n1,-2.24
CC(C)CCCC(C)CCOc1ccnc(NC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-1.63
CC(C)CCCC(C)CCOc1ccnc(NCC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-2.31
CC(C)CCCC(C)CCSc1cc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)cc1,-5.08
CC(C)CCCC(C)CCSc1ccc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-5.09
CC(C)CCCC(C)CCc1cnc(NCC([PH](=O)(=O)O)[PH](=O)(=O)O)s1,-2.12
CC(C)CCCC(C)CCc1csc(NCC([PH](=O)(=O)O)[PH](=O)(=O)O)n1,-2.36
CC(C)CCCC(C)CCn1cc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-6.07
CC(C)CCCC(C)c1cnc(NCC([PH](=O)(=O)O)[PH](=O)(=O)O)s1,-2.96
CC(C)CCN(C1=NCCN1)c1c(Br)cccc1Br,0.16
CC(C)CCN1C[C@@H](C)N(C(=O)Nc2cccnc2)[C@@H](C)c2ccncc21,3.2
CC(C)CCNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1,1.025305865
CC(C)CCNc1ccc(-c2cnc3ccc(N4CCC(N(C)C)CC4)nn23)cn1,3.2
CC(C)CCNc1ccc(-c2cnc3ccc(N4CCC(N)CC4)nn23)cn1,2.5
CC(C)CCNc1ccc(-c2cnc3ccc(NC4CCN(C)C4)nn23)cn1,3.5
CC(C)CCNc1ccc(-c2cnc3ccc(NC4CCN(C)CC4)nn23)cn1,3.4
CC(C)CCOC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,4.9
CC(C)CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,2.7
CC(C)CCOC[n+]1ccn(C)c1C=NO,-1.08
CC(C)CCOc1ccc(N)cc1,2.67
CC(C)CCOc1ccc[n+](CC([PH](=O)(=O)O)[PH](=O)(=O)O)c1,-7.81
CC(C)CCc1cc(=O)n2[nH]c(NCc3ccc(Cl)cc3)c(C#N)c2n1,3.87
CC(C)CCn1c(=O)n(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21,3.4
CC(C)CCn1cnc2c1CC[C@@](CCCN)(C(=O)O)C2,0.0
CC(C)CCn1nc2c(cc1=O)CCNCC2,0.6
CC(C)CN(C(=O)N(CCCl)N=O)C1CCCCC1,2.23
CC(C)CN(C(=O)NCCCl)C1CCCCC1,1.93
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,0.6
CC(C)CN(C(=O)c1nc2ccccc2[nH]1)[C@@H]1CNCC(C(=O)N2CCOCC2)C1,1.74
CC(C)CN(C(=O)c1nc2ccccc2n1C)[C@@H]1CNCC(C(=O)N2CCOCC2)C1,1.71
CC(C)CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O,1.230448921
CC(C)CN(C)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O,0.681241237
CC(C)CN(C1=NCCN1)c1c(Br)cccc1Br,-0.64
CC(C)CN(CC(=O)Nc1cc(F)cc(F)c1)C(=O)c1ccc(-c2ccccn2)cc1,3.3
CC(C)CN1CCc2c(ccc3[nH]ccc23)C1c1ccc(/C=C/C(=O)O)cc1,1.7
CC(C)CN1CCc2c(ccc3[nH]ncc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,1.9
CC(C)CN1CCc2cc(O)ccc2[C@@H]1c1ccc(/C=C/C(=O)O)cc1,1.4
CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1,2.2
CC(C)CN1CCc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,1.3
CC(C)CN1CCc2cccc3[nH]cc(c23)C1c1ccc(/C=C/C(=O)O)cc1,1.0
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,2.6
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1,2.7
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,1.7
CC(C)CN1[C@H](C)Cc2ccccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,2.5
CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,2.7
CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc3[nH]ncc3c2C[C@H]1C,3.0
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,1.5
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc3[nH]ncc3c2CC1(C)C,2.0
CC(C)CNC(=O)C(C)NC(=O)c1[nH]ccc(=O)c1O,-0.08
CC(C)CNC(=O)C(Cc1ccccc1)NC(=O)c1[nH]ccc(=O)c1O,0.39
CC(C)CNC(=O)CNC(=O)c1[nH]ccc(=O)c1O,-0.33
CC(C)CNC(=O)c1cc2cnccc2[nH]1,1.7
CC(C)CNCc1c(C(=O)N[C@@H]2CCC[C@H](O)C2)noc1-c1ccc(C(F)(F)F)cc1,4.3
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,1.9
CC(C)CNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,0.698970004
CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,0.806179974
CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1O,1.477121255
CC(C)CNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1,0.419955748
CC(C)CNCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,0.612783857
CC(C)CNCc1ccccc1S(=O)(=O)c1csc(S(N)(=O)=O)c1,1.170261715
CC(C)CNc1c(C#N)c2nc3ccccc3n2c2c1sc1ccccc12,6.99
CC(C)CNc1c(C#N)c2nc3ccccc3n2c2ccccc12,5.52
CC(C)CNc1ccc2c(c1)sc1cc(C#N)c3nc4ccccc4n3c12,7.77
CC(C)CNc1ccc2cc(C#N)c3nc4ccccc4n3c2c1,6.58
CC(C)CNc1nc(C#N)nc(N2CC(O)C2)c1N,2.0
CC(C)CNc1nc(C#N)nc(N2CCNCC2)c1N,0.7
CC(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,2.795
CC(C)CNc1nc(C#N)nc(NC2CCS(=O)(=O)C2)c1N,2.3
CC(C)CNc1nc(Cc2ccccc2)cc2c1CCNCC2,1.7
CC(C)COC(=O)N1CCC(n2cc(CNc3ccc(S(C)(=O)=O)cc3F)cn2)CC1,2.8
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,3.66
CC(C)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.8
CC(C)COc1cc(OC(C)C)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.6
CC(C)COc1ccc(Cl)cc1-c1ccccc1-c1cccc(C(=O)O)n1,1.9
CC(C)COc1cccc(CC(=O)N2CCNc3nc(C(F)(F)F)ccc3C2)c1,4.3
CC(C)COc1cccc(CC(=O)N2CCNc3nc(C(F)(F)F)ccc3[C@H]2CC(=O)O)c1,0.9
CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,1.8
CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncn1)CC2,-0.11
CC(C)CS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,2.4
CC(C)CS(=O)(=O)Nc1ccc(CN2CCC(CNC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,2.2
CC(C)CS(=O)(=O)Nc1ccc(CN2CCC(CNC(=O)c3cccc4c3OCCO4)CC2)cc1,1.8
CC(C)C[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.8
CC(C)C[C@H](CO)Nc1nc(SCc2cccc(C#N)c2)nc2nc(N)sc12,3.9
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,4.2
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,4.2
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,4.5
CC(C)C[C@H](CO)Nc1nc(SCc2ccncc2)nc2nc(N)sc12,2.9
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12,4.3
CC(C)C[C@H](N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)N2CCCC2=O)CC1,3.1
CC(C)C[C@H](N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,3.5
CC(C)C[C@H](N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2Cl)N2CCNCC2=O)CC1,2.8
CC(C)C[C@H](NC(=O)CN)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)CCc2ccc(Cl)cc2Cl)CC1,4.5
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(CN[NH+]=[N-])=NC(=O)C(CC(=O)N1CCOCC1)Cc1ccccc1,4.1
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)N1CCN(C)CC1)Cc1ccccc1,1.66
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)N1CCOCC1)Cc1ccccc1,3.51
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cccs1)NC(=O)C(CC(=O)N1CCN(C)CC1)Cc1ccccc1,4.44
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cn(C)cn1)NC(=O)C(CC(=O)N1CCOCC1)Cc1ccccc1,3.71
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)CN1CCOCC1)Cc1ccccc1,3.91
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N(C)CCCN(C)C)Cc1ccccc1,2.83
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N(C)CCN(C)C)Cc1ccccc1,3.11
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N(C)CCN1CCN(C)CC1)Cc1ccccc1,3.58
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N(C)CCN1CCOCC1)Cc1ccccc1,4.15
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N(C)CCc1ccccn1)Cc1ccccc1,4.22
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N(C)CCc1ccncc1)Cc1ccccc1,4.2
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N(C)CCn1cccn1)Cc1ccccc1,4.2
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N(C)CCn1ccnc1)Cc1ccccc1,4.01
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N1CCN(C)CC1)Cc1ccccc1,4.12
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(CC(=O)N1CCOCC1)Cc1ccccc1,4.27
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cn1cccn1)NC(=O)C(CC(=O)N(C)CCc1ccccn1)Cc1ccccc1,4.2
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cn1cccn1)NC(=O)C(CC(=O)N1CCN(C)CC1)Cc1ccccc1,4.39
CC(C)C[C@H](O)C(O)C(CC1CCCCC1)NC(=O)C(Cn1ccnc1)NC(=O)C(CC(=O)N1CCOCC1)Cc1ccccc1,3.79
CC(C)C[C@H](O)[C@H](O)C(CC1CCCCC1)NC(=O)C(Cc1cc[nH]n1)NC(=O)C(CC(=O)N1CCN(C)CC1)Cc1ccccc1,4.02
CC(C)C[C@H](O)[C@H](O)C(CC1CCCCC1)NC(=O)C(Cc1cc[nH]n1)NC(=O)C(CC(=O)N1CCOCC1)Cc1ccccc1,4.01
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C,4.2
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C1CCN(C)CC1,3.61
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C1CN(C)C1,3.89
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)N(C)CCc1ccccn1,4.5
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)N1CCN(C)CC1,4.57
CC(C)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,3.8
CC(C)C[C@H]1COc2cc(F)ccc2N1C(O)c1ccc2ccc(=O)[nH]c2c1,3.6
CC(C)Cc1cc(=O)n2[nH]c(NCc3ccc(Cl)cc3)c(C#N)c2n1,3.26
CC(C)Cc1cc2c(cc1Cl)OC[C@H](CC(N)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2,3.3
CC(C)Cc1cc2c(cc1F)OC[C@H](CS(N)(=O)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2,2.8
CC(C)Cc1cc2oc(=O)n(CCC(=O)O)c2cc1Cl,3.03
CC(C)Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,3.9
CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,0.6166666666666667
CC(C)Cc1ccc(C(C)C(=O)O)cc1,1.07
CC(C)Cc1ccc(O)cc1,3.4
CC(C)Cc1ccccc1O,3.27
CC(C)Cc1cn(-c2c(C#N)cccc2C#N)c(-c2cnco2)n1,2.0
CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,4.8
CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.0
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,2.0
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21,4.3
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3cncn3C)n(Cc3cccc4ccccc34)nc21,4.1
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,2.9
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.1900000000000004
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21,3.53
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.48
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.8
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.085
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,2.375
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,1.705
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cccc4ncccc34)sc21,1.99
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.72
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,1.975
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccccc34)sc21,1.6833333333333331
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cncc4ccccc34)sc21,1.72
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21,2.885
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3c[nH]c4ncccc34)sc21,2.02
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,3.175
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,2.17
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)[C@H](O)C3)c(Cc3ccnc4ccccc34)sc21,1.19
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.31
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)[C@@H]3CC[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.2
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,4.41
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.5
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.205
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.119999999999999
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCC(O)CO)c(Cc3ccccc3C(F)(F)F)sc21,4.5
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,4.8
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc21,4.074999999999999
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21,4.380000000000001
CC(C)Cn1c(=O)n(C)c(=O)c2c(S[C@@H]3CCC[C@H]3O)c(Cc3ccccc3C(F)(F)F)sc21,4.2
CC(C)Cn1c(=O)n(C)c(=O)c2c(S[C@@H]3CC[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,4.4
CC(C)Cn1c(=O)n(C)c(=O)c2c(S[C@H]3C[C@H](O)[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,4.4
CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,4.41
CC(C)Cn1c(N)c(C#N)c2cc(Oc3ccc(NC(=O)CN)cc3)ccc21,3.2
CC(C)Cn1c(O)cn(Cc2ccc(-c3ccc(F)c(CN4CCCC(C)C4)n3)cc2)c1=O,3.9
CC(C)Cn1c(O)cn(Cc2ccc(-c3ccc(F)c(CN4CCCC(F)(F)C4)n3)cc2)c1=O,4.7
CC(C)Cn1c(O)cn(Cc2ccc(-c3ccc(F)c(CN4CCCC(F)C4)n3)cc2)c1=O,4.1
CC(C)Cn1c(O)cn(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)c1=O,3.4
CC(C)Cn1c(O)cn(Cc2ccc(-c3ccc(F)c(CN4CCOCC4)n3)cc2)c1=O,3.4
CC(C)Cn1c(O)cn(Cc2ccc(-c3ccc(F)c(CN4CCS(=O)(=O)CC4)n3)cc2)c1=O,3.0
CC(C)Cn1c(O)cn(Cc2ccc(-c3cccc(CN4CCCC(C)C4)n3)cc2)c1=O,3.4
CC(C)Cn1c(O)cn(Cc2ccc(-c3cccc(CN4CCCC(F)(F)C4)n3)cc2)c1=O,4.5
CC(C)Cn1c(O)cn(Cc2ccc(-c3cccc(CN4CCCC(F)C4)n3)cc2)c1=O,3.7
